"ERB_CASA";"QTDE_LNHA_POS";"QTDE_LNHA_CTRL";"QTDE_LNHA_PRE";"X";"Y";"ANOMES"
"GOCDA";0;0;1;-48,955761;-16,331661;202601
"GOJTD";873;1557;709;-51,734022;-17,8879;202601
"GO1S4";281;185;66;-49,266881;-16,717431;202601
"GORCL";10;111;95;-51,010553;-18,795411;202601
"GOORI";11;11;3;-49,2697;-16,6969;202601
"GOPGG";5;28;100;-49,033063;-13,116616;202601
"GOJSA";580;2275;1200;-51,7416;-17,911489;202601
"GOCAR";321;817;466;-49,19821;-16,6938;202601
"GOGVL";229;1131;813;-48,900772;-16,313114;202601
"GOJRT";243;1187;1190;-49,34135;-15,7367;202601
"GOMTE";617;2649;2006;-52,575339;-17,571081;202601
"GORAT";909;408;174;-49,264472;-16,689889;202601
"GOASP";754;1359;954;-49,260839;-16,747964;202601
"GOSHD";298;903;596;-50,59125;-17,821444;202601
"GOEPC";1021;477;203;-49,266636;-16,683289;202601
"GOMNS";604;2111;1229;-52,550614;-17,559619;202601
"GORGD";54;349;303;-49,214806;-16,8281;202601
"GOAPI";200;708;411;-48,955611;-16,291667;202601
"GO8BX";4;34;39;-50,37167;-16,51861;202601
"GOPIR";656;5136;3280;-48,277972;-17,301883;202601
"GOGAR";813;368;152;-49,252917;-16,701783;202601
"GOT63";301;385;223;-49,286047;-16,714872;202601
"GOAFH";437;616;303;-48,953739;-16,3225;202601
"GORDG";42;321;251;-49,388719;-16,6458;202601
"GOREC";61;553;471;-49,355236;-16,618106;202601
"GOURN";368;1871;1538;-49,1358;-14,5263;202601
"GOGN2";353;959;538;-49,251444;-16,619139;202601
"GOMOR";117;308;205;-49,221194;-16,661806;202601
"GOMVU";227;1316;1089;-51,161667;-17,470556;202601
"GO8QG";6;18;13;-47,973417;-16,071222;202601
"GOCLQ";12;89;46;-48,585139;-17,693389;202601
"GOCDS";172;366;226;-49,31855;-16,769603;202601
"GOSTN";174;500;265;-49,239278;-16,734611;202601
"GOJAS";976;848;362;-49,281444;-16,712694;202601
"GOIIQ";12;97;99;-49,545972;-16,266589;202601
"GORBA";66;882;925;-48,759361;-14,702556;202601
"GOBOT";377;640;344;-49,246369;-16,670608;202601
"GOJAY";122;785;676;-48,972114;-16,289078;202601
"GOACS";313;611;432;-49,278331;-16,761108;202601
"GORAL";70;490;283;-49,574231;-15,311053;202601
"GOPVC";10;66;41;-48,984864;-15,873957;202601
"GOFAP";6;149;172;-47,27802;-15,23767;202601
"GOSDA";25;438;596;-46,256417;-14,802417;202601
"GO8PW";1;73;46;-48,291694;-15,744056;202601
"GOMAO";83;458;500;-49,176972;-14,01175;202601
"GOSMW";60;1005;1734;-50,173481;-13,275369;202601
"GOVNN";123;361;209;-49,246917;-16,660611;202601
"GOBVR";36;266;202;-49,044669;-16,8627;202601
"GOAPC";65;141;88;-49,2434;-16,8202;202601
"GORIP";55;540;267;-48,167797;-17,654333;202601
"GOLSD";115;464;264;-49,254722;-16,824722;202601
"GOICK";190;2619;4610;-46,634556;-14,100806;202601
"GOIPA";225;1926;1682;-51,111;-16,444928;202601
"GOVIT";107;786;562;-49,348989;-16,601431;202601
"GOOUT";39;287;289;-48,398117;-16,118886;202601
"GOSPQ";455;2059;1490;-49,353342;-16,697936;202601
"GOMKN";37;234;188;-48,219903;-13,529628;202601
"GOFPL";59;304;198;-52,223639;-17,681667;202601
"GOIRC";37;368;650;-50,614681;-15,821519;202601
"GOGAH";528;878;547;-49,303611;-16,719169;202601
"GOSDD";111;1676;2431;-46,316339;-13,405589;202601
"GOFVL";196;1065;860;-49,37481;-16,7487;202601
"GOABE";26;192;139;-49,331942;-16,789539;202601
"GOFLT";42;156;166;-48,577631;-17,774161;202601
"GOJVI";314;509;234;-51,725389;-17,884111;202601
"GO8QC";5;70;34;-48,279667;-15,955556;202601
"GOASA";173;582;379;-48,897117;-16,34527;202601
"GODA2";59;189;145;-48,90761;-16,40266;202601
"GOPPV";638;1700;1100;-49,252286;-16,762594;202601
"GO8XV";0;2;0;-49,79975;-16,024861;202601
"GOPVD";196;1459;1432;-49,375192;-16,589117;202601
"GOMMV";20;111;102;-53,043111;-17,721139;202601
"GOVOL";105;486;434;-49,286706;-16,802839;202601
"GOPFO";300;627;500;-49,292806;-16,624028;202601
"GOGGC";252;434;273;-49,192733;-16,7584;202601
"GOFDZ";518;2611;1753;-47,345222;-15,532028;202601
"GOSLI";15;71;69;-51,66465;-17,77429;202601
"GO8XD";0;1;11;-49,404222;-16,537233;202601
"GOPST";296;1209;1228;-46,361989;-14,083608;202601
"GOGNH";228;213;164;-49,3097;-16,72735;202601
"GONAC";3;105;196;-49,893081;-15,0232;202601
"GOJPE";130;402;246;-49,356389;-16,662778;202601
"GOSCZ";4;15;19;-48,483631;-17,316169;202601
"GOPER";43;247;228;-52,06;-17,526667;202601
"GOGMA";262;673;487;-49,287139;-16,644361;202601
"GOLED";208;1344;684;-47,921242;-16,258414;202601
"GOPNN";95;283;218;-49,448886;-17,518331;202601
"GOPOU";0;11;16;-47,456806;-13,957583;202601
"GOMCH";415;1946;1556;-52,538389;-17,570639;202601
"GOHEA";145;960;539;-48,273419;-15,7475;202601
"GOGUB";164;305;222;-49,23275;-16,678556;202601
"GOURT";111;940;765;-49,158603;-14,522897;202601
"GOSLC";38;229;173;-52,622014;-18,671097;202601
"GOIBP";164;494;237;-49,23175;-18,418389;202601
"GOIJL";32;191;77;-49,24595;-18,41691;202601
"GOCMQ";210;431;202;-48,638279;-17,7059;202601
"GOGMS";430;818;477;-49,256;-16,596306;202601
"GOSJG";119;835;735;-49,112444;-16,677889;202601
"GO153";300;1357;827;-49,241842;-16,803142;202601
"GOFCC";2;30;116;-50,16363;-15,52642;202601
"GOIPP";16;185;413;-50,639444;-15,801111;202601
"GOAUY";55;209;214;-51,075408;-14,907456;202601
"GO8RF";2;22;20;-50,45375;-18,450028;202601
"GORRE";32;30;14;-48,75323;-17,77831;202601
"GOANU";67;480;459;-49,953733;-16,452103;202601
"GOJVA";232;1254;940;-49,619372;-17,805931;202601
"GOGLO";0;0;2;-49,275139;-16,69035;202601
"GOACX";146;770;557;-48,965;-16,3686;202601
"GOMDV";215;711;432;-49,34441;-16,73815;202601
"GODSC";171;207;81;-49,1476;-16,7252;202601
"GOCRD";1096;4245;3265;-47,609958;-16,771594;202601
"GOALT";209;1476;847;-48,245869;-15,766978;202601
"GOJGM";22;127;131;-50,13775;-17,031361;202601
"GOCCB";168;874;387;-47,937186;-18,189394;202601
"GOIBF";140;151;44;-49,212344;-18,434167;202601
"GOPQ2";141;466;248;-49,218942;-16,729944;202601
"GOMIQ";185;607;435;-49,106969;-17,7202;202601
"GOFRO";172;549;372;-49,261492;-16,642958;202601
"GOJGT";628;535;228;-49,242806;-16,696972;202601
"GO8BW";19;145;99;-50,37739;-16,527078;202601
"GOAEU";272;2496;2366;-50,364664;-17,396028;202601
"GOGSB";1552;1091;383;-49,259361;-16,714583;202601
"GOMNC";423;1345;863;-52,5564;-17,568736;202601
"GOHEN";732;567;305;-49,241633;-16,708811;202601
"GOSWJ";44;355;439;-47,570028;-14,709361;202601
"GOOZI";158;1655;1407;-48,276528;-17,031667;202601
"GOGFL";83;775;694;-49,337722;-16,585889;202601
"GO8RB";37;252;217;-49,426611;-16,504139;202601
"GOBSH";662;1138;618;-49,278411;-16,741642;202601
"GOOUV";315;2543;1316;-47,835278;-18,231889;202601
"GOSLD";159;1247;678;-50,371833;-16,518694;202601
"GOBJG";43;489;459;-52,180889;-16,175528;202601
"GOHID";10;27;37;-49,463361;-14,7252;202601
"GOIUT";0;0;3;-49,472451;-16,374611;202601
"GOUUC";7;188;172;-49,593844;-15,512919;202601
"GONRO";61;931;1511;-46,874889;-13,746194;202601
"GOBGA";255;671;358;-49,326678;-16,698467;202601
"GOSAG";58;212;179;-49,311611;-16,491833;202601
"GOPPA";1;4;27;-49,200669;-13,105178;202601
"GOAT2";1597;712;301;-49,270002;-16,70369;202601
"GOPID";66;421;446;-48,26889;-17,31996;202601
"GOAMA";259;675;478;-48,9625;-16,315;202601
"GOGNE";84;372;323;-49,085833;-15,267222;202601
"GOA14";186;1482;906;-48,265417;-15,728833;202601
"GOLJC";1;1;0;-49,28215;-16,672625;202601
"GOIPD";138;1730;1626;-49,9355;-15,560939;202601
"GOVNO";133;1016;668;-47,963039;-16,13483;202601
"GOFTA";55;583;539;-49,341539;-16,6104;202601
"GOCDL";76;516;419;-49,285711;-16,823311;202601
"GOCBE";94;1477;2568;-46,771028;-13,048111;202601
"GOCAB";68;965;1007;-46,945528;-15,808222;202601
"GOGDT";513;900;506;-49,314614;-16,682697;202601
"GOISY";487;939;657;-49,504689;-16,357778;202601
"GOAMS";39;283;204;-49,2744;-16,829761;202601
"GOGAD";72;427;294;-49,263917;-16,813694;202601
"GOOTS";207;229;127;-49,254411;-16,6874;202601
"GOCIA";318;264;137;-49,196464;-16,7322;202601
"GOMNO";1393;2610;990;-52,557778;-17,558972;202601
"GOLLG";8;34;55;-48,841061;-16,575451;202601
"GOCAV";154;1716;3795;-47,451389;-13,801556;202601
"GOVSE";735;3103;1591;-47,987181;-16,0608;202601
"GOJIP";214;1863;1816;-49,397189;-16,632067;202601
"GOGJS";1070;208;60;-49,208583;-16,714422;202601
"GO8QI";50;120;136;-49,494867;-16,357889;202601
"GO8BY";0;0;2;-50,356528;-16,5185;202601
"GOABS";233;885;763;-49,319128;-16,78675;202601
"GOGRD";429;1163;783;-49,334444;-16,755972;202601
"GOLQI";197;1019;511;-47,923616;-16,247684;202601
"GOPCA";79;410;274;-52,038556;-17,806083;202601
"GOPLV";7;24;58;-49,117342;-13,312592;202601
"GOLSN";35;280;179;-47,9327;-16,179939;202601
"GOCOT";33;307;290;-49,194525;-16,801019;202601
"GOALD";242;2016;1194;-48,274011;-15,767936;202601
"GOPAO";469;968;375;-49,308467;-16,734825;202601
"GOANO";56;429;398;-49,2313;-16,834939;202601
"GO10B";8;60;166;-49,919867;-14,288314;202601
"GOCBG";16;42;64;-48,5352;-15,98192;202601
"GOAPU";195;547;237;-48,947897;-16,301839;202601
"GOSJO";178;774;539;-48,960639;-16,382167;202601
"GOCC2";1;0;0;-48,62554;-17,74069;202601
"GOCLL";490;980;466;-47,92735;-18,169419;202601
"GOCMY";17;156;132;-48,148333;-18,266639;202601
"GOCGG";415;2633;2273;-47,779444;-17,616944;202601
"GOT91";33;278;350;-51,111389;-16,444722;202601
"GOVPD";230;1369;984;-49,186233;-16,660867;202601
"GOMMD";0;16;22;-49,3259;-17,47866;202601
"GOCUC";113;877;599;-48,564511;-18,143639;202601
"GO8RA";8;46;102;-51,121242;-16,427619;202601
"GOAJA";40;384;375;-49,344411;-16,808164;202601
"GOMCI";6;44;76;-50,013296;-17,965003;202601
"GORVM";904;1119;496;-50,948331;-17,796592;202601
"GOAMO";203;1221;623;-48,276531;-15,73335;202601
"GORIT";7;19;14;-49,238167;-18,301572;202601
"GOAEG";4;4;4;-49,21433;-16,62952;202601
"GORP2";0;1;8;-49,486617;-16,661058;202601
"GO10A";14;74;77;-49,386111;-14,289722;202601
"GOPAV";571;576;216;-49,271658;-16,671161;202601
"GOCIT";208;674;571;-48,608942;-17,769728;202601
"GOAJH";38;325;235;-49,354722;-16,804444;202601
"GOFLO";110;1561;2419;-47,039806;-14,458136;202601
"GONVZ";135;1068;817;-49,332111;-16,361444;202601
"GO8BD";7;56;34;-48,233667;-15,77575;202601
"GOCAM";277;811;481;-49,263061;-16,602211;202601
"GOFBV";58;361;276;-52,895944;-17,383139;202601
"GOPG3";81;419;376;-49,134564;-13,437452;202601
"GOPEC";5;12;13;-49,2538;-16,655644;202601
"GOPPN";4;85;198;-46,383233;-14,257736;202601
"GOCO7";164;942;452;-47,91978;-16,10243;202601
"GOBJD";80;1193;1737;-52,175514;-16,201063;202601
"GOGRT";112;556;778;-49,33894;-16,77423;202601
"GOLDA";100;957;740;-47,9615;-16,1709;202601
"GORQN";25;160;96;-48,7603;-17,8085;202601
"GOCQG";163;74;22;-49,249331;-16,697439;202601
"GOSCU";63;505;518;-49,095219;-16,696089;202601
"GOLZS";0;2;2;-47,954717;-16,255858;202601
"GOCTH";1740;3305;1507;-47,939339;-18,162108;202601
"GOFRA";435;746;325;-49,245083;-16,640228;202601
"GOO1D";2;20;25;-50,438;-16,186194;202601
"GOGSD";124;735;427;-49,345108;-16,658489;202601
"GOPPL";81;869;1175;-47,46975;-16,181;202601
"GOSAF";727;1529;816;-49,266651;-16,737631;202601
"GOPOD";386;4311;5628;-46,353278;-14,081194;202601
"GOAFG";101;1378;1375;-47,7845;-14,979833;202601
"GOTDA";318;600;380;-49,490392;-16,656164;202601
"GOAEC";130;980;686;-50,381278;-17,398222;202601
"GOTRG";68;441;383;-49,099228;-16,488453;202601
"GOGQQ";102;424;285;-49,35235;-16,6376;202601
"GOFMS";346;1460;799;-47,326;-15,553278;202601
"GOCPU";579;921;791;-49,332739;-16,655861;202601
"GOCO6";233;1812;1140;-47,95047;-16,10667;202601
"GOCDC";705;4246;3439;-52,664011;-18,388789;202601
"GOAVP";717;289;108;-49,269969;-16,689928;202601
"GORAZ";224;1196;786;-50,903778;-17,752444;202601
"GOMAM";169;1928;3935;-46,110556;-14,5005;202601
"GOARK";85;207;192;-49,327975;-16,780172;202601
"GO8XI";249;986;485;-47,97125;-16,052333;202601
"GOMAU";2;27;29;-50,74;-16,5439;202601
"GOCDE";820;809;383;-49,300972;-16,751583;202601
"GODQT";75;95;36;-49,247583;-16,685333;202601
"GOTPG";657;5158;3484;-47,608333;-15,459167;202601
"GOSCV";102;475;409;-48,318333;-16,121389;202601
"GOIVL";10;94;96;-50,793169;-16,605769;202601
"GOGRA";1613;1728;957;-49,330339;-16,710219;202601
"GOBUA";62;250;184;-49,047944;-18,175667;202601
"GOSPT";10;64;110;-49,81506;-15,35077;202601
"GOPFL";1560;995;389;-49,239972;-16,700536;202601
"GOALE";241;1449;1296;-48,506669;-16,086969;202601
"GOLZA";43;439;749;-50,574917;-13,219139;202601
"GOBJE";57;251;340;-49,738056;-18,216944;202601
"GOHUG";236;502;402;-49,335739;-16,6433;202601
"GOPAT";1023;1457;828;-49,201472;-16,740639;202601
"GOPNS";607;362;107;-49,274222;-16,715103;202601
"GOPRI";167;360;162;-48,9636;-16,3577;202601
"GOSLB";332;2331;1470;-50,356019;-16,518678;202601
"GOTER";25;280;595;-47,2642;-13,7791;202601
"GOSAQ";167;1666;1229;-48,292444;-15,934472;202601
"GO8XS";16;120;95;-48,001694;-16,053806;202601
"GOGMC";312;337;172;-49,25402;-16,675038;202601
"GOJBP";1089;1908;702;-51,742569;-17,8992;202601
"GOJNE";157;415;385;-49,325833;-16,640556;202601
"GOSSM";212;1568;1306;-50,549031;-18,995533;202601
"GORPR";241;1082;770;-50,929278;-17,829631;202601
"GOAI2";291;469;291;-49,26881;-16,66594;202601
"GOPCU";272;339;145;-49,240742;-16,676164;202601
"GORVB";863;422;167;-50,936583;-17,810583;202601
"GOBSR";294;952;610;-49,3379;-16,7367;202601
"GOPAS";46;170;137;-48,98719;-16,357;202601
"GOFMQ";580;5566;3556;-47,313289;-15,544267;202601
"GOILB";23;75;40;-49,293333;-18,393889;202601
"GOVMD";356;588;435;-49,291147;-16,639608;202601
"GOIPG";177;2734;2696;-49,946869;-15,56245;202601
"GOJAT";717;1026;465;-49,295028;-16,731639;202601
"GOAVT";211;129;48;-49,26055;-16,677094;202601
"GOCLD";31;276;322;-49,77;-16,56553;202601
"GOPAL";5;80;123;-50,25515;-16,9503;202601
"GOPNX";272;2040;1905;-50,466667;-16,961583;202601
"GOTSH";99;622;443;-47,771111;-18,346111;202601
"GOTAV";265;159;57;-48,88634;-16,350062;202601
"GODAM";46;1456;2298;-46,174111;-14,558889;202601
"GOCES";231;1754;948;-49,595411;-15,297081;202601
"GOFIC";193;1818;1581;-50,302761;-16,579461;202601
"GOVPZ";590;1501;543;-47,983275;-16,078436;202601
"GOABI";340;2857;2366;-48,709844;-16,195358;202601
"GOJRG";239;1248;1193;-49,338611;-15,7925;202601
"GODAI";53;287;227;-48,942164;-16,406797;202601
"GOCSO";513;661;310;-48,630956;-17,745142;202601
"GOCRV";179;3052;2378;-49,703947;-15,358033;202601
"GO60F";15;99;101;-49,489361;-16,638333;202601
"GORBQ";370;1119;825;-49,303222;-16,605047;202601
"GO8QF";23;138;75;-48,256889;-15,753694;202601
"GOGSH";662;268;81;-49,272356;-16,708186;202601
"GO8XC";40;144;137;-47,608556;-16,7585;202601
"GONG8";63;678;422;-48,031961;-16,0928;202601
"GOCOL";44;712;875;-48,075056;-14,151611;202601
"GOJIG";283;1934;1205;-47,962686;-16,148769;202601
"GOCTT";600;3633;3265;-47,621794;-16,776372;202601
"GORJU";28;171;142;-51,773283;-17,632381;202601
"GOJDA";262;303;155;-49,288286;-16,702664;202601
"GOESL";375;1201;814;-49,29755;-16,764017;202601
"GOCM2";94;360;270;-48,61925;-17,7143;202601
"GOFNM";2;30;48;-50,767972;-16,19775;202601
"GOJAO";930;791;276;-49,229797;-16,638703;202601
"GO8XR";0;12;22;-49,31961;-15,76099;202601
"GOUUT";313;1900;1455;-49,686911;-15,502344;202601
"GOAPO";50;332;467;-51,926417;-18,965139;202601
"GOBUE";34;212;190;-49,041481;-18,126814;202601
"GOIUM";509;1039;625;-49,492444;-16,3685;202601
"GOGOA";175;1554;1633;-50,130122;-15,930044;202601
"GOITG";21;107;148;-50,677131;-19,011961;202601
"GOGSJ";307;1032;823;-49,300417;-16,6585;202601
"GOCPM";6;9;2;-48,625372;-17,74226;202601
"GO60B";10;78;103;-49,399194;-16,6295;202601
"GO8PV";97;343;249;-50,436176;-18,446181;202601
"GOSTZ";96;1389;2047;-49,701;-14,427194;202601
"GOBMP";284;707;510;-49,303944;-16,620106;202601
"GOAAY";295;542;223;-48,917259;-16,318236;202601
"GOFMO";210;867;499;-47,322228;-15,546197;202601
"GOSRH";1057;1225;638;-49,261503;-16,723481;202601
"GOAJR";67;606;625;-49,294167;-16,822222;202601
"GOGPR";500;909;938;-49,294608;-16,645658;202601
"GOAMR";198;647;387;-49,29205;-16,7581;202601
"GOIRO";30;171;105;-49,21158;-18,39492;202601
"GOROD";8;205;610;-46,351439;-14,239519;202601
"GOIBB";45;244;128;-49,200528;-18,391556;202601
"GOSTC";775;698;297;-49,280242;-16,685778;202601
"GOOCD";269;1406;633;-47,933056;-16,11075;202601
"GOALS";94;708;455;-48,290889;-15,784417;202601
"GOBRM";76;387;287;-49,31518;-16,5972;202601
"GOUCZ";12;74;102;-49,567555;-15,616922;202601
"GOGST";300;396;166;-49,241333;-16,680389;202601
"GOBLZ";23;485;684;-52,5406;-16,197981;202601
"GOCIV";580;593;299;-49,254461;-16,679911;202601
"GOTMB";1;23;63;-46,51099;-14,1353;202601
"GO10C";9;72;164;-49,656667;-14,267778;202601
"GOTGL";97;576;455;-49,459611;-16,645111;202601
"GOCMG";4;45;39;-48,787639;-15,857833;202601
"GOJGB";302;1556;967;-49,223717;-16,622119;202601
"GOBRA";2;33;27;-50,40274;-16,39159;202601
